oem,model,launch_announced,launch_status,body_dimensions,body_weight,body_sim,display_type,display_size,display_resolution,features_sensors,platform_os
Motorola,Moto G8 Plus,"2019, October 24","Available. Released 2019, October 28",158.4 x 75.8 x 9.1 mm (6.24 x 2.98 x 0.36 in),188 g (6.63 oz),"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","LTPS IPS LCD capacitive touchscreen, 16M colors","6.3 inches, 99.1 cm (~82.5% screen-to-body ratio)","1080 x 2280 pixels, 19:9 ratio (~400 ppi density)","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Android 9.0 (Pie)
Motorola,One Macro,"2019, October 09","Available. Released 2019, October 12",157.6 x 75.4 x 9 mm (6.20 x 2.97 x 0.35 in),186 g (6.56 oz),"Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.2 inches, 96.7 cm (~81.3% screen-to-body ratio)","720 x 1520 pixels, 19:9 ratio (~270 ppi density)","Fingerprint (rear-mounted), accelerometer, gyro, proximity",Android 9.0 (Pie)
Motorola,Moto E6 Plus,"2019, September 05","Available. Released 2019, September 16",155.6 x 73.1 x 8.6 mm (6.13 x 2.88 x 0.34 in),149.7 g (5.29 oz),"Dual SIM (Nano-SIM/Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.1 inches, 91.3 cm (~80.3% screen-to-body ratio)","720 x 1560 pixels, 19.5:9 ratio (~282 ppi density)","Fingerprint (rear-mounted), accelerometer, proximity",Android 9.0 (Pie)
Motorola,One Zoom,"2019, September 05","Available. Released 2019, September 05",158 x 75 x 8.8 mm (6.22 x 2.95 x 0.35 in),190 g (6.70 oz),"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors","6.39 inches, 100.2 cm (~84.6% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~403 ppi density)","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",Android 9.0 (Pie)
Motorola,One Action,"2019, August 16","Available. Released 2019, October 31",160.1 x 71.2 x 9.2 mm (6.30 x 2.80 x 0.36 in),176 g (6.21 oz),"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","LTPS IPS LCD capacitive touchscreen, 16M colors","6.3 inches, 94.0 cm (~82.5% screen-to-body ratio)","1080 x 2520 pixels, 21:9 ratio (~432 ppi density)","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Android 9.0 (Pie), Android One"
Motorola,Moto E6,"2019, July","Available. Released 2019, August",149.7 x 72.3 x 8.6 mm (5.89 x 2.85 x 0.34 in),159 g (5.61 oz),"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 76.5 cm (~70.7% screen-to-body ratio)","720 x 1440 pixels, 18:9 ratio (~296 ppi density)","Fingerprint (rear-mounted), accelerometer, proximity, compass",Android 9.0 (Pie)
Motorola,Moto Z4,"2019, May","Available. Released 2019, June",158 x 75 x 7.4 mm (6.22 x 2.95 x 0.29 in),165 g (5.82 oz),"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","OLED capacitive touchscreen, 16M colors","6.4 inches, 100.5 cm (~84.8% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~403 ppi density)","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","Android 9.0 (Pie), upgradable to Android 10"
Motorola,One Vision,"2019, May 15","Available. Released 2019, June 20",160.1 x 71.2 x 8.7 mm (6.30 x 2.80 x 0.34 in),180 g (6.35 oz),"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","LTPS IPS LCD capacitive touchscreen, 16M colors","6.3 inches, 94.0 cm (~82.5% screen-to-body ratio)","1080 x 2520 pixels, 21:9 ratio (~432 ppi density)","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Android 9.0 (Pie), upgradable to Android 10, Android One"
Motorola,XOOM MZ604,"2011, February. Released 2011, May",Discontinued,249.1 x 167.8 x 12.9 mm (9.81 x 6.61 x 0.51 in),730 g (1.61 lb),No,"TFT capacitive touchscreen, 16M colors","10.1 inches, 295.8 cm (~70.8% screen-to-body ratio)","800 x 1280 pixels, 16:10 ratio (~149 ppi density)","Accelerometer, gyro, barometer, compass","Android 3.0 (Honeycomb), upgradable to 4.0.4 (Ice Cream Sandwich)"
Motorola,XOOM MZ601,"2011, February. Released 2011, March",Discontinued,249.1 x 167.8 x 12.9 mm (9.81 x 6.61 x 0.51 in),730 g (1.61 lb),Mini-SIM,"TFT capacitive touchscreen, 16M colors","10.1 inches, 295.8 cm (~70.8% screen-to-body ratio)","800 x 1280 pixels, 16:10 ratio (~149 ppi density)","Accelerometer, gyro, barometer, compass","Android 3.0 (Honeycomb), 4.1.2 (Jelly Bean), not upgradable to 4.2 (Jelly Bean)"
Motorola,QUENCH,"2010, February. Released 2010, April",Discontinued,116.8 x 60 x 12.4 mm (4.60 x 2.36 x 0.49 in),130 g (4.59 oz),Mini-SIM,"TFT capacitive touchscreen, 65K colors","3.1 inches, 28.6 cm (~40.8% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~186 ppi density)","Accelerometer, proximity, compass","Android 1.5 (Cupcake), upgradable to 2.1 (Eclair) in USA"
Motorola,XT701,"2009, December. Released 2010, May",Discontinued,116 x 60.9 x 10.9 mm (4.57 x 2.40 x 0.43 in),140 g (4.94 oz),Mini-SIM,"TFT capacitive touchscreen, 16M colors","3.7 inches, 37.7 cm (~53.4% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~265 ppi density)","Accelerometer, proximity, compass",Android 2.0 (Eclair)
Motorola,A910,"2005, July",Discontinued,"93 x 51 x 23 mm, 88 cc (3.66 x 2.01 x 0.91 in)",127 g (4.48 oz),Mini-SIM,"TFT, 256K colors",,"240 x 320 pixels, 4:3 ratio",V1,"Linux, JUIX UI"
Motorola,E895,"2005, June",Discontinued,"93 x 51 x 23 mm, 88 cc (3.66 x 2.01 x 0.91 in)",127 g (4.48 oz),Mini-SIM,"TFT, 256K colors","2.2 inches, 35 x 45 mm, 15.0 cm (~31.6% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~182 ppi density)",V1,"Linux, JUIX UI"
Motorola,E1060,"2005, Q1",Cancelled,107 x 53 x 21 mm (4.21 x 2.09 x 0.83 in),125 g (4.41 oz),Mini-SIM,"TFT, 256K colors",,"320 x 240 pixels, 4:3 ratio",V1,
Motorola,C168,"2005, Q3",Discontinued,"104.4 x 46 x 14 mm, 63 cc (4.11 x 1.81 x 0.55 in)",77 g (2.72 oz),Mini-SIM,"CSTN, 4096 colors",,"128 x 128 pixels, 1:1 ratio",V1,
Motorola,E680i,"2005, March",Discontinued,"109 x 53.8 x 20.5 mm, 105 cc (4.29 x 2.12 x 0.81 in)",133 g (4.69 oz),Mini-SIM,"TFT resistive touchscreen, 65K colors","2.5 inches, 38 x 50 mm, 19.4 cm (~33.0% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~160 ppi density)",V1,Linux
Motorola,V560,"2005, Q1",Cancelled,V1,,Mini-SIM,V1,,,V1,
Motorola,V186,"2005, Q1",Discontinued,86.5 x 44.5 x 25 mm (3.41 x 1.75 x 0.98 in),92 g (3.25 oz),Mini-SIM,"CSTN, 65K colors",,"128 x 128 pixels, 1:1 ratio",V1,
Motorola,V176,"2005, Q1",Discontinued,V1,,Mini-SIM,"CSTN, 65K colors",,128 x 160 pixels,V1,
Motorola,C980,"2004, Q3",Discontinued,114 x 53 x 24.5 mm (4.49 x 2.09 x 0.96 in),139 g (4.90 oz),Mini-SIM,"TFT, 65K colors","1.9 inches, 30 x 37 mm, 11.4 cm (~18.8% screen-to-body ratio)",176 x 220 pixels (~148 ppi density),V1,
Motorola,A780,"2004, Q3",Discontinued,"106 x 53 x 24 mm, 106 cc (4.17 x 2.09 x 0.94 in)",141 g (4.97 oz),Mini-SIM,"TFT resistive touchscreen, 65K colors","2.5 inches, 38 x 50 mm, 19.4 cm (~34.5% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~160 ppi density)",V1,Linux
Motorola,C975,"2004, Q3",Discontinued,"114 x 53 x 24 mm, 112 cc (4.49 x 2.09 x 0.94 in)",139 g (4.90 oz),Mini-SIM,"TFT, 65K colors","1.9 inches, 30 x 37 mm, 11.4 cm (~18.8% screen-to-body ratio)",176 x 220 pixels (~148 ppi density),V1,
Motorola,V555,"2004, Q3",Discontinued,89 x 49 x 25 mm (3.50 x 1.93 x 0.98 in),120 g (4.23 oz),Mini-SIM,"TFT, 65K colors",,"176 x 220 pixels, 8 lines",V1,
Motorola,A840,"2004, Q1",Discontinued,94 x 49 x 24 mm (3.70 x 1.93 x 0.94 in),115 g (4.06 oz),Mini-SIM,"TFT, 256K colors","2.2 inches, 35 x 44 mm, 15.2 cm (~33.1% screen-to-body ratio)",176 x 220 pixels (~128 ppi density),V1,
Motorola,E398,"2004, Q1",Discontinued,108 x 46 x 21 mm (4.25 x 1.81 x 0.83 in),108 g (3.81 oz),Mini-SIM,"TFT, 65K colors","1.9 inches, 30 x 37 mm, 11.4 cm (~22.9% screen-to-body ratio)","176 x 220 pixels, 8 lines (~148 ppi density)",V1,
Motorola,MPx,"2004, Q1",Discontinued,"99.7 x 61.2 x 24 mm, 140 cc (3.93 x 2.41 x 0.94 in)",174 g (6.14 oz),Mini-SIM,"TFT resistive touchscreen, 65k colors","2.8 inches, 42 x 57 mm, 24.3 cm (~39.8% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~143 ppi density)",V1,Microsoft PocketPC 2003 SE
Motorola,MPx100,"2004, Q1",Cancelled,"114 x 50 x 22 mm, 106 cc (4.49 x 1.97 x 0.87 in)",130 g (4.59 oz),Mini-SIM,"TFT, 65k colors",,"176 x 220 pixels, 9 lines",V1,Microsoft Smartphone 2003
Motorola,V872,"2004, Q3",Discontinued,"87 x 46 x 21.8 mm, 85 cc (3.43 x 1.81 x 0.86 in)",90 g (3.17 oz),Mini-SIM,"TFT, 65K colors",,128 x 160 pixels,V1,
Motorola,V878,"2003, Q4",Discontinued,82 x 42 x 21.5 mm (3.23 x 1.65 x 0.85 in),85 g (3.00 oz),Mini-SIM,"TFT, 65K colors",,128 x 160 pixels,V1,
Motorola,A925,"2003, Q4",Discontinued,"148 x 60 x 24 mm, 175 cc (5.83 x 2.36 x 0.94 in)",210 g (7.41 oz),Mini-SIM,"TFT resistive touchscreen, 65K colors",,"208 x 320 pixels, 3:2 ratio",V1,"Symbian 7.0, UIQ 2.0"
Motorola,A920,2003,Discontinued,"148 x 60 x 24 mm, 175 cc (5.83 x 2.36 x 0.94 in)",212 g (7.48 oz),Mini-SIM,"TFT resistive touchscreen, 65K colors",,"208 x 320 pixels, 3:2 ratio",V1,"Symbian 7.0, UIQ 2.0"
Motorola,V690,"2003, Q3",Discontinued,"90 x 47 x 23 mm, 80 cc (3.54 x 1.85 x 0.91 in)",93 g (3.28 oz),Mini-SIM,"TFT, 65K colors",,"128 x 160 pixels, 9 lines",V1,
Motorola,A835,2003,Discontinued,"135 x 58.2 x 24.2 mm, 134 cc (5.31 x 2.29 x 0.95 in)",157 g (5.54 oz),Mini-SIM,"TFT, 65K colors",,176 x 220 pixels,V1,
Motorola,T725,2003,Discontinued,90 x 47 x 21 mm (3.54 x 1.85 x 0.83 in),100 g (3.53 oz),Mini-SIM,"CSTN, 4096 colors",,"120 x 160 pixels, 9 lines, 4:3 ratio",V1,
Motorola,T720i,"2002, October",Discontinued,90 x 47 x 21 mm (3.54 x 1.85 x 0.83 in),100 g (3.53 oz),Mini-SIM,"CSTN, 4096 colors",,"120 x 160 pixels, 9 lines, 4:3 ratio",V1,
Motorola,T720,"2002, October",Discontinued,90 x 47 x 21 mm (3.54 x 1.85 x 0.83 in),100 g (3.53 oz),Mini-SIM,"CSTN, 4096 colors",,"120 x 160 pixels, 9 lines, 4:3 ratio",V1,
Motorola,V70,2002,Discontinued,94 x 38 x 18 mm (3.70 x 1.50 x 0.71 in),83 g (2.93 oz),Mini-SIM,Monochrome graphic,,"96 x 64 pixels, 3 lines + prompts, 3:2 ratio",V1,
Motorola,C336,2002,Discontinued,"102 x 46 x 19 mm, 73 cc (4.02 x 1.81 x 0.75 in)",80 g (2.82 oz),Mini-SIM,Grayscale graphic,,"98 x 64 pixels, 5 lines, 3:2 ratio",V1,
Motorola,C332,2002,Discontinued,107 x 46 x 22 mm (4.21 x 1.81 x 0.87 in),84 g (2.96 oz),Mini-SIM,Grayscale graphic,,"98 x 64 pixels, 5 lines, 3:2 ratio",V1,
Motorola,C331,2002,Discontinued,101 x 48 x 21 mm (3.98 x 1.89 x 0.83 in),83 g (2.93 oz),Mini-SIM,Grayscale graphic,,"98 x 64 pixels, 5 lines, 3:2 ratio",V1,
Motorola,V60i,"2002, Q4",Discontinued,"87 x 45 x 24 mm, 73 cc (3.43 x 1.77 x 0.94 in)",103 g (3.63 oz),Mini-SIM,Monochrome graphic,,"96 x 64 pixels, 3:2 ratio",V1,
Motorola,Accompli 388,2002,Discontinued,98 x 58 x 24 mm (3.86 x 2.28 x 0.94 in),130 g (4.59 oz),Mini-SIM,Monochrome graphic,,"320 x 240 pixels, 8 lines, 4:3 ratio",V1,
Motorola,V60,"2001, Q4",Discontinued,"87 x 45 x 24 mm, 73 cc (3.43 x 1.77 x 0.94 in)",109 g (3.84 oz),Mini-SIM,Monochrome graphic,,"96 x 64 pixels, 3:2 ratio",V1,
Motorola,Accompli 008,2002,Discontinued,98 x 60 x 28 mm (3.86 x 2.36 x 1.10 in),155 g (5.47 oz),Mini-SIM,"Monochrome graphics, resistive touchscreen",,"320 x 240 pixels, 8 lines, 4:3 ratio",V1,
Motorola,Timeport 280,2001,Discontinued,"125 x 49 x 24 mm, 98 cc (4.92 x 1.93 x 0.94 in)",109 g (3.84 oz),Mini-SIM,"Monochrome graphic, Optimax",,"128 x 100 pixels, 7 lines x 16 chars",V1,
Motorola,V.box(V100),2000,Discontinued,83 x 44 x 25 mm (3.27 x 1.73 x 0.98 in),83 g (2.93 oz),Mini-SIM,Monochrome graphic,,"126 x 64 pixels, 7 lines",V1,
Motorola,StarTAC 130,1998,Discontinued,94 x 55 x 19 mm (3.70 x 2.17 x 0.75 in),95 g (3.35 oz),Mini-SIM,Monochrome graphic,,4 x 15 chars,V1,
Motorola,StarTAC 85,1997,Discontinued,98 x 57 x 23 mm (3.86 x 2.24 x 0.91 in),112 g (3.95 oz),Mini-SIM,Monochrome graphic,,4 x 15 chars,V1,
Motorola,StarTAC Rainbow,1997,Discontinued,98 x 57 x 23 mm (3.86 x 2.24 x 0.91 in),112 g (3.95 oz),Mini-SIM,Alphanumeric,,2 x 12 chars,V1,
Motorola,StarTAC 75+,1997,Discontinued,98 x 57 x 23 mm (3.86 x 2.24 x 0.91 in),112 g (3.95 oz),Mini-SIM,Alphanumeric,,2 x 12 chars,V1,
Motorola,StarTAC 75,1997,Discontinued,98 x 57 x 23 mm (3.86 x 2.24 x 0.91 in),112 g (3.95 oz),Mini-SIM,Alphanumeric,,2 x 12 chars,V1,
Motorola,SlimLite,1997,Discontinued,143 x 57 x 16 mm (5.63 x 2.24 x 0.63 in),141 g (4.97 oz),Mini-SIM,Monochrome graphic,,4 x 16 chars,V1,
Motorola,cd930,1998,Discontinued,129 x 55 x 27 mm (5.08 x 2.17 x 1.06 in),120 g (4.23 oz),Mini-SIM,"Monochrome graphic, Optimax",,"96 x 32 pixels, 4 x 12 chars",V1,
Motorola,cd920,1998,Discontinued,129 x 55 x 27 mm (5.08 x 2.17 x 1.06 in),120 g (4.23 oz),Mini-SIM,"Monochrome graphic, Optimax",,"96 x 32 pixels, 4 x 12 chars",V1,
Motorola,M3188,1999,Discontinued,"140 x 50 x 25 mm, 150 cc (5.51 x 1.97 x 0.98 in)",170 g (6.00 oz),Mini-SIM,Monochrome graphic,,"96 x 32 pixels, 2 x 12 chars",V1,
Motorola,M3288,1999,Discontinued,"140 x 50 x 25 mm, 150 cc (5.51 x 1.97 x 0.98 in)",170 g (6.00 oz),Mini-SIM,Monochrome graphic,,"96 x 32 pixels, 4 x 12 chars",V1,
Motorola,M3588,1999,Discontinued,"140 x 50 x 25 mm, 150 cc (5.51 x 1.97 x 0.98 in)",170 g (6.00 oz),Mini-SIM,Monochrome graphic,,"96 x 32 pixels, 4 x 12 chars",V1,
Motorola,M3688,1999,Discontinued,"140 x 50 x 25 mm, 150 cc (5.51 x 1.97 x 0.98 in)",170 g (6.00 oz),Mini-SIM,"Monochrome graphic, Optimax",,"96 x 32 pixels, 4 lines",V1,
Motorola,M3788,1999,Discontinued,"140 x 50 x 25 mm, 150 cc (5.51 x 1.97 x 0.98 in)",170 g (6.00 oz),Mini-SIM,"Monochrome graphic, Optimax",,"96 x 32 pixels, 4 lines",V1,
Motorola,M3888,1999,Discontinued,"140 x 50 x 25 mm, 150 cc (5.51 x 1.97 x 0.98 in)",170 g (6.00 oz),Mini-SIM,Monochrome graphic,,2 x 12 chars,V1,
Motorola,Moto Z4 Force,Not announced yet,Cancelled,-,-,"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors","6.4 inches, 100.5 cm","1080 x 2340 pixels, 19.5:9 ratio (~403 ppi density)","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",Android 9.0 (Pie)
Motorola,Moto Z4 Play,Not announced yet,Cancelled,-,-,"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors","6.22 inches, 95.0 cm","1080 x 2340 pixels, 19.5:9 ratio (~414 ppi density)","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",Android 9.0 (Pie)
Motorola,P40,Not announced yet,Cancelled,160.1 x 71.2 x 8.7 mm (6.30 x 2.80 x 0.34 in),-,"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.2 inches, 95.1 cm (~83.5% screen-to-body ratio)",1080 x 2310 pixels (~411 ppi density),"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Android 9.0 (Pie)
NEC,N401i,"2005, Q1",Discontinued,"90 x 44 x 23 mm, 85 cc (3.54 x 1.73 x 0.91 in)",90 g (3.17 oz),Mini-SIM,65K colors,"1.9 inches, 30 x  37 mm, 11.4 cm (~28.7% screen-to-body ratio)",176 x 220 pixels (~148 ppi density),V1,
NEC,N343i,"2005, Q2",Discontinued,109 x 43 x 12.7 mm (4.29 x 1.69 x 0.5 in),95 g (3.35 oz),Mini-SIM,"CSTN, 65K colors",,128 x 160 pixels,V1,
NEC,N200,"2005, Q1",Discontinued,70 x 51 x 18.6 mm (2.76 x 2.01 x 0.73 in),70 g (2.47 oz),Mini-SIM,"TFT, 65K colors",,128 x 160 pixels,V1,
NEC,N923,"2004,Q4",Discontinued,85 x 54 x 9.5 mm (3.35 x 2.13 x 0.37 in),70 g (2.47 oz),Mini-SIM,"TFT, 65K colors",,"120 x 160 pixels, 4:3 ratio",V1,
NEC,N920,"2004, Q3",Discontinued,85 x 54 x 9.6 mm (3.35 x 2.13 x 0.38 in),70 g (2.47 oz),Mini-SIM,"TFT, 65K colors",,128 x 160 pixels,V1,
NEC,e338,"2004, Q3",Discontinued,"93.8 x 47.1 x 23.3 mm, 89 cc (3.69 x 1.85 x 0.92 in)",114 g (4.02 oz),Mini-SIM,"TFT, 65K colors","2.0 inches, 31 x 39 mm, 12.6 cm (~28.5% screen-to-body ratio)",176 x 220 pixels (~141 ppi density),V1,
NEC,e228,"2004, Q2",Discontinued,129 x 54 x 21 mm (5.08 x 2.13 x 0.83 in),125 g (4.41 oz),Mini-SIM,"TFT, 65K colors","2.2 inches, 35 x 44 mm, 15.2 cm (~21.9% screen-to-body ratio)",176 x 220 pixels (~128 ppi density),V1,
NEC,N410i,"2004, March",Discontinued,"101 x 49 x 24 mm, 103 cc (3.98 x 1.93 x 0.94 in)",118 g (4.16 oz),Mini-SIM,"TFT, 65K colors","2.2 inches, 33 x 45 mm, 15.0 cm (~30.3% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~182 ppi density)",V1,
NEC,N400i,"2004, March",Discontinued,"101 x 49 x 24 mm, 100 cc (3.98 x 1.93 x 0.94 in)",110 g (3.88 oz),Mini-SIM,65K colors,"2.2 inches, 33 x 45 mm, 15.0 cm (~30.3% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~182 ppi density)",V1,
NEC,N331i,"2004, March",Discontinued,"101 x 48 x 24 mm, 90 cc (3.98 x 1.89 x 0.94 in)",110 g (3.88 oz),Mini-SIM,"TFT, 65K colors",,128 x 160 pixels,V1,
NEC,N830,"2004, Q2",Discontinued,101 x 49 x 24 mm (3.98 x 1.93 x 0.94 in),110 g (3.88 oz),Mini-SIM,"TFT, 65K colors","2.2 inches, 33 x 45 mm, 15.0 cm (~30.3% screen-to-body ratio)","320 x 240 pixels, 4:3 ratio (~182 ppi density)",V1,
NEC,N820,"2003, Q4",Discontinued,"101 x 48 x 24 mm, 90 cc (3.98 x 1.89 x 0.94 in)",110 g (3.88 oz),Mini-SIM,"TFT, 65K colors","2.2 inches, 33 x 45 mm, 15.0 cm (~30.9% screen-to-body ratio)","320 x 240 pixels, 4:3 ratio (~182 ppi density)",V1,
NEC,e606,"2003, Q1",Discontinued,"109 x 53 x 32 mm, 140 cc (4.29 x 2.09 x 1.26 in)",145 g (5.11 oz),Mini-SIM,"TFT, 65K colors",,"132 x 160 pixels, 8 lines",V1,
NEC,e232,"2003, Q2",Discontinued,"90 x 43 x 23 mm, 97 cc (3.54 x 1.69 x 0.91 in)",90 g (3.17 oz),Mini-SIM,"TFT, 65K colors",,128 x 160 pixels,V1,
NEC,DB4100,2000,Discontinued,"120 x 42 x 22 mm, 89 cc (4.72 x 1.65 x 0.87 in)",99 g (3.49 oz),Mini-SIM,Alphanumeric,,"97 x 59 pixels, 5:3 ratio",V1,
NEC,G9D+,1997,Discontinued,145 x 49 x 22.5 mm (5.71 x 1.93 x 0.89 in),200 g (7.05 oz),Mini-SIM,Alphanumeric,,4 x 12 chars,V1,
Neonode,N1m,"2005, Q1",Discontinued,88 x 52 x 21 mm (3.46 x 2.05 x 0.83 in),94 g (3.32 oz),Mini-SIM,"TFT touchscreen, 65K colors","2.2 inches, 35 x 44 mm, 15.2 cm (~33.3% screen-to-body ratio)",176 x 220 pixels (~128 ppi density),V1,Microsoft Windows CE.NET
Nokia,C5 Endi,"2020, May 29","Available. Released 2020, June 05",171.7 x 76.7 x 8.9 mm (6.76 x 3.02 x 0.35 in),200 g (7.05 oz),Nano-SIM,"IPS LCD capacitive touchscreen, 16M colors","6.52 inches, 102.6 cm (~77.9% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~269 ppi density)","Fingerprint (rear-mounted), accelerometer, proximity, compass",Android 10
Nokia,C2 Tennen,"2020, May 29","Available. Released 2020, June 15",150.6 x 72.4 x 9.1 mm (5.93 x 2.85 x 0.36 in),180 g (6.35 oz),Nano-SIM,"IPS LCD capacitive touchscreen, 16M colors","5.45 inches, 76.7 cm (~70.3% screen-to-body ratio)","720 x 1440 pixels, 18:9 ratio (~295 ppi density)","Accelerometer, proximity",Android 10
Nokia,C2 Tava,"2020, May 29","Available. Released 2020, May 29",150.6 x 72.4 x 9.1 mm (5.93 x 2.85 x 0.36 in),180 g (6.35 oz),Nano-SIM,"IPS LCD capacitive touchscreen, 16M colors","5.45 inches, 76.7 cm (~70.3% screen-to-body ratio)","720 x 1440 pixels, 18:9 ratio (~295 ppi density)","Accelerometer, proximity",Android 10
Nokia,150 (2020),"2020, May 12","Coming soon. Exp. release 2020, June",132 x 50.5 x 15 mm (5.20 x 1.99 x 0.59 in),90.5 g (3.21 oz),"Dual SIM (Mini-SIM, dual stand-by)","TFT, 65K colors","2.4 inches, 17.8 cm (~26.8% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~167 ppi density)",V1,
Nokia,125,"2020, May 12","Coming soon. Exp. release 2020, June",132 x 50.5 x 15 mm (5.20 x 1.99 x 0.59 in),91.3 g (3.21 oz),"Single SIM (Mini-SIM) or Dual SIM (Mini-SIM, dual stand-by)","TFT, 65K colors","2.4 inches, 17.8 cm (~26.8% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~167 ppi density)",V1,
Nokia,8.3 5G,"2020, March 19","Coming soon. Exp. release 2020, July",171.9 x 78.6 x 9 mm (6.77 x 3.09 x 0.35 in),220 g (7.76 oz),"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.81 inches, 112.0 cm (~82.9% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~386 ppi density)","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass","Android 10, Android One"
Nokia,5.3,"2020, March 19","Available. Released 2020, April 02",164.3 x 76.6 x 8.5 mm (6.47 x 3.02 x 0.33 in),185 g (6.53 oz),"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.55 inches, 103.6 cm (~82.3% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~268 ppi density)","Fingerprint (rear-mounted), accelerometer, proximity","Android 10, Android One"
Nokia,1.3,"2020, March 19","Available. Released 2020, April 02",147.3 x 71.2 x 9.4 mm (5.80 x 2.80 x 0.37 in),155 g (5.47 oz),"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.71 inches, 81.4 cm (~77.6% screen-to-body ratio)","720 x 1520 pixels, 19:9 ratio (~295 ppi density)","Accelerometer, proximity","Android 10 (Go edition), Android One"
Nokia,5310 (2020),"2020, March 19","Available. Released 2020, April 02","123.7 x 52.4 x 13.1 mm, 44.8 cc (4.87 x 2.06 x 0.52 in)",88.2 g (3.10 oz),"Single SIM (Mini-SIM) or Dual SIM (Mini-SIM, dual stand-by)",TFT,"2.4 inches, 17.8 cm (~27.5% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~167 ppi density)",V1,
Nokia,2.3,"2019, December 05","Available. Released 2019, December 19",157.7 x 75.4 x 8.7 mm (6.21 x 2.97 x 0.34 in),183 g (6.46 oz),"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.2 inches, 95.9 cm (~80.7% screen-to-body ratio)","720 x 1520 pixels, 19:9 ratio (~271 ppi density)","Accelerometer, proximity","Android 9.0 (Pie), upgradable to Android 10, Android One"
Nokia,7.2,"2019, September 05","Available. Released 2019, September 23",159.9 x 75.2 x 8.3 mm (6.30 x 2.96 x 0.33 in),180 g (6.35 oz),"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.3 inches, 99.1 cm (~82.4% screen-to-body ratio)","1080 x 2280 pixels, 19:9 ratio (~400 ppi density)","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Android 9.0 (Pie), upgradable to Android 10, Android One"
